Movie,Year,Studio,Production_Budget,Domestic_Gross,Foreign_Gross,Worldwide_Gross,ROI,Profit_USD_Millions,International_Share,Genres,Runtime_Minutes,IMDb_Rating,IMDb_Num_Votes
Delivery Man,2013,BV,22000000.0,30659817.0,19300000.0,70536870.0,2.2062213636363635,48.53687,0.3863104622661047,"Comedy,Drama",105.0,6.4,70706
"Hail, Caesar!",2016,Uni.,22000000.0,30080225.0,33100000.0,64160680.0,1.9163945454545452,42.16068,0.5238981026104291,"Comedy,Drama,Music",106.0,6.3,111422
Diary of a Wimpy Kid: The Long Haul,2017,Fox,22000000.0,20738724.0,19400000.0,35609577.0,0.6186171363636364,13.609577,0.4833237847819975,"Comedy,Family",91.0,4.4,5635
Homefront,2013,ORF,22000000.0,20158492.0,22900000.0,51695362.0,1.3497891818181815,29.695362,0.5318346959294348,"Action,Thriller",100.0,6.5,98549
Homefront,2013,ORF,22000000.0,20158492.0,22900000.0,51695362.0,1.3497891818181815,29.695362,0.5318346959294348,Drama,111.0,7.7,17
The Transporter Refueled,2015,EC,22000000.0,16029670.0,56600000.0,69698495.0,2.168113409090909,47.698495,0.779295844246573,"Action,Adventure,Crime",96.0,5.2,36201
"Roman J. Israel, Esq.",2017,Sony,22000000.0,11962712.0,1100000.0,12967012.0,-0.4105903636363636,-9.032988,0.0842091596293327,"Crime,Drama,Thriller",122.0,6.4,23632
Out of the Furnace,2013,Rela.,22000000.0,11330849.0,4300000.0,15434375.0,-0.2984375,-6.565625,0.2750970212814416,"Crime,Drama,Thriller",116.0,6.8,99037
Just Getting Started,2017,BG,22000000.0,6069605.0,1600000.0,6756412.0,-0.6928903636363636,-15.243588,0.2086156979401155,"Action,Comedy",91.0,4.4,4829
Stone,2010,Over.,22000000.0,1810078.0,7700000.0,4065020.0,-0.8152263636363636,-17.93498,0.8096673865345794,"Drama,Thriller",105.0,5.4,38667
To Rome with Love,2012,SPC,21500000.0,16684352.0,56600000.0,74326015.0,2.457023953488372,52.826015,0.7723340447903531,"Comedy,Music,Romance",112.0,6.3,79381
Silver Linings Playbook,2012,Wein.,21000000.0,132092958.0,104300000.0,236412453.0,10.257735857142857,215.412453,0.4412144967533254,"Comedy,Drama,Romance",122.0,7.7,621018
Blockers,2018,Uni.,21000000.0,60311495.0,33700000.0,94045328.0,3.4783489523809523,73.045328,0.3584668023841127,Comedy,102.0,6.2,57142
For Colored Girls,2010,LGF,21000000.0,37729698.0,17300.0,38017873.0,0.8103749047619048,17.017873,0.0004583145923286,Drama,133.0,6.1,6728
The Beaver,2011,Sum.,21000000.0,970816.0,6300000.0,5046038.0,-0.7597124761904762,-15.953962,0.8664777103422779,Drama,91.0,6.7,45173
La La Land,2016,LG/S,20000000.0,151101803.0,295000000.0,426351163.0,20.31755815,406.351163,0.6612840343081958,"Comedy,Drama,Music",128.0,8.0,436070
The Conjuring,2013,WB (NL),20000000.0,137400141.0,182100000.0,318000141.0,14.90000705,298.000141,0.5699528001147267,"Horror,Mystery,Thriller",112.0,7.5,397233
Wonder,2017,LGF,20000000.0,132422809.0,173500000.0,304604712.0,14.2302356,284.604712,0.5671365288751647,"Drama,Family",113.0,8.0,111632
Bad Moms,2016,STX,20000000.0,113257297.0,70700000.0,180998716.0,8.0499358,160.998716,0.3843283259375136,Comedy,100.0,6.2,100952
Tammy,2014,WB (NL),20000000.0,84525432.0,16000000.0,96407655.0,3.82038275,76.407655,0.1591637029721991,"Comedy,Romance",97.0,4.9,44345
The Descendants,2011,FoxS,20000000.0,82624961.0,94700000.0,175507800.0,7.77539,155.5078,0.5340477700711295,"Comedy,Drama",115.0,7.3,223464
The Last Song,2010,BV,20000000.0,62950384.0,26100000.0,92678948.0,3.6339474,72.678948,0.2930925036774687,"Drama,Music,Romance",107.0,6.0,74914
12 Years a Slave,2013,FoxS,20000000.0,56671993.0,131100000.0,181025343.0,8.05126715,161.025343,0.6981871891832133,"Biography,Drama,History",134.0,8.1,577301
Me Before You,2016,WB (NL),20000000.0,56245075.0,152100000.0,208265198.0,9.4132599,188.265198,0.7300388550101317,"Drama,Romance",106.0,7.4,174567
Barbershop: The Next Cut,2016,WB (NL),20000000.0,54030051.0,1000000.0,54404202.0,1.7202101,34.404202,0.0181718893918524,"Comedy,Drama",111.0,5.9,13306
A Simple Favor,2018,LGF,20000000.0,53548586.0,44100000.0,97628717.0,3.88143585,77.628717,0.4516194428048349,"Comedy,Crime,Drama",117.0,6.9,83338
Spotlight,2015,ORF,20000000.0,45055776.0,53200000.0,92088460.0,3.604423,72.08846,0.5414439961270063,"Crime,Drama",129.0,8.1,365110
Spotlight,2015,ORF,20000000.0,45055776.0,53200000.0,92088460.0,3.604423,72.08846,0.5414439961270063,Drama,99.0,8.0,12
The Star,2017,Sony,20000000.0,40847995.0,22000000.0,62758010.0,2.1379005,42.75801,0.3500509443459572,"Adventure,Animation,Comedy",86.0,6.1,5159
Nerve,2016,LGF,20000000.0,38583626.0,46700000.0,70652284.0,2.5326142,50.652284,0.5475845973059353,"Action,Adventure,Crime",96.0,6.5,102782
Risen,2016,Sony,20000000.0,36880033.0,9200000.0,46255763.0,1.31278815,26.255763,0.1996526347973752,"Action,Adventure,Drama",107.0,6.3,22813
Vampires Suck,2010,Fox,20000000.0,36661504.0,43900000.0,81424988.0,3.0712494,61.424988,0.544925278455576,Comedy,82.0,3.4,43984
The American,2010,Focus,20000000.0,35606376.0,32299999.0,67950723.0,2.39753615,47.950723,0.4756548851267646,"Crime,Drama,Thriller",105.0,6.3,86863
A Very Harold & Kumar 3D Christmas,2011,WB,20000000.0,35061031.0,326000.0,36265745.0,0.81328725,16.265745,0.0092124145707505,"Adventure,Comedy",90.0,6.3,62151
Texas Chainsaw 3D,2013,LGF,20000000.0,34341945.0,12900000.0,47666013.0,1.38330065,27.666013,0.2730624236576203,"Horror,Thriller",92.0,4.8,41784
She's Out of My League,2010,Par.,20000000.0,32010860.0,17800000.0,48680977.0,1.43404885,28.680977,0.3573517903525456,"Comedy,Romance",104.0,6.4,117245
The World's End,2013,Focus,20000000.0,26004851.0,20100000.0,47508505.0,1.37542525,27.508505,0.4359628013980567,"Action,Comedy,Sci-Fi",109.0,7.0,235308
You Again,2010,BV,20000000.0,25702053.0,6300000.0,32838945.0,0.64194725,12.838945,0.1968623700485715,"Comedy,Family,Romance",105.0,5.8,46690
On the Basis of Sex,2018,Focus,20000000.0,24622687.0,13600000.0,38073377.0,0.90366885,18.073377,0.3558096268846824,"Biography,Drama",120.0,6.9,12083
Monte Carlo,2011,Fox,20000000.0,23186769.0,16500000.0,39686769.0,0.98433845,19.686769,0.4157556892575457,"Adventure,Comedy,Family",109.0,5.8,38731
Rough Night,2017,Sony,20000000.0,22105643.0,25200000.0,46844357.0,1.34221785,26.844357,0.5327060029603656,"Comedy,Crime,Thriller",101.0,5.2,39447
Lockout,2012,FD,20000000.0,14326865.0,17900000.0,33943049.0,0.69715245,13.943049,0.5554372105384746,"Action,Sci-Fi,Thriller",95.0,6.1,89554
What's Your Number?,2011,Fox,20000000.0,14011084.0,16399999.0,30163785.0,0.50818925,10.163785,0.5392770458059649,"Comedy,Romance",106.0,6.1,67922
Burnt,2015,Wein.,20000000.0,13651946.0,23000000.0,36773510.0,0.8386755,16.77351,0.6275246613099342,"Comedy,Drama",101.0,6.6,95988
Triple 9,2016,ORF,20000000.0,12639297.0,10500000.0,25943792.0,0.2971896,5.943792,0.4537735091952015,"Crime,Thriller",115.0,6.3,60369
The Light Between Oceans,2016,BV,20000000.0,12545979.0,13400000.0,22281732.0,0.1140866,2.281732,0.516457675387774,"Drama,Romance",133.0,7.2,46247
Let Me In,2010,Over.,20000000.0,12134935.0,12000000.0,28270399.0,0.41351995,8.270399,0.4972045708844875,"Drama,Fantasy,Horror",116.0,7.1,107012
Battle of the Year,2013,SGem,20000000.0,8888355.0,7700000.0,16723377.0,-0.16383115,-3.276623,0.464181047487831,"Drama,Music",110.0,5.1,8769
Inherent Vice,2014,WB,20000000.0,8110975.0,6600000.0,14772346.0,-0.2613827,-5.227654,0.4486446343631201,"Comedy,Crime,Drama",148.0,6.7,83346
Machete Kills,2013,ORF,20000000.0,8008161.0,7000000.0,18273009.0,-0.08634955,-1.726991,0.4664129069510915,"Action,Crime,Sci-Fi",107.0,5.6,69968
Little Boy,2015,ORF,20000000.0,6485961.0,,17769299.0,-0.11153505,-2.230701,,"Drama,History,War",106.0,7.4,20945
Chasing Mavericks,2012,Fox,20000000.0,6002756.0,600.0,8300821.0,-0.58495895,-11.699179,9.994409793455529e-05,"Biography,Drama,Sport",116.0,7.2,28994
A Most Violent Year,2014,A24,20000000.0,5749134.0,6300000.0,8846875.0,-0.55765625,-11.153125,0.522859153197234,"Crime,Drama,Thriller",125.0,7.0,60165
A Dangerous Method,2011,SPC,20000000.0,5702083.0,21800000.0,14807531.0,-0.25962345,-5.192469,0.7926672317874977,"Biography,Drama,Romance",99.0,6.4,93259
Hands of Stone,2016,Wein.,20000000.0,4712792.0,,5031975.0,-0.74840125,-14.968025,,"Action,Biography,Drama",111.0,6.6,12851
The Cold Light of Day,2012,LG/S,20000000.0,3763583.0,13100000.0,25361206.0,0.2680603,5.361206,0.7768218651991098,"Action,Thriller",93.0,4.9,33039
Suspiria,2018,Amazon,20000000.0,2483472.0,5400000.0,7034615.0,-0.64826925,-12.965385,0.6849773805247231,"Fantasy,Horror,Mystery",152.0,6.8,37360
All Good Things,2010,Magn.,20000000.0,582024.0,62500.0,873617.0,-0.95631915,-19.126383,0.0969707877441336,"Crime,Drama,Mystery",101.0,6.3,49684
By the Sea,2015,Uni.,20000000.0,538460.0,2800000.0,3727746.0,-0.8136127,-16.272254,0.8387100639216885,"Drama,Romance",122.0,5.3,16206
The Tempest,2010,Mira.,20000000.0,277943.0,68700.0,277943.0,-0.98610285,-19.722057,0.1981866069702835,"Comedy,Drama,Fantasy",110.0,5.4,7073
The Tempest,2010,Mira.,20000000.0,277943.0,68700.0,277943.0,-0.98610285,-19.722057,0.1981866069702835,Drama,131.0,7.8,94
The Shape of Water,2017,FoxS,19500000.0,63859435.0,131400000.0,195790794.0,9.040553538461538,176.290794,0.6729508358968671,"Adventure,Drama,Fantasy",123.0,7.3,308112
The Devil's Double,2011,LGF,19100000.0,1361512.0,,5965646.0,-0.6876625130890053,-13.134354,,"Biography,Drama,Thriller",109.0,7.1,58342
Bad Teacher,2011,Sony,19000000.0,100292856.0,115900000.0,215448997.0,10.339420894736842,196.448997,0.536095420285303,"Comedy,Romance",92.0,5.7,181189
Sausage Party,2016,Sony,19000000.0,97670358.0,43000000.0,141344255.0,6.439171315789474,122.344255,0.3056791822481891,"Adventure,Animation,Comedy",89.0,6.2,159111
The Crazies,2010,Over.,19000000.0,39123589.0,15700000.0,56445534.0,1.9708175789473683,37.445534,0.2863730792962132,"Horror,Thriller",101.0,6.5,104465
The Switch,2010,Mira.,19000000.0,27758465.0,22100000.0,49858465.0,1.6241297368421053,30.858465,0.4432547211391285,"Comedy,Drama,Romance",101.0,6.1,90661
Leap Year,2010,Uni.,19000000.0,25918920.0,6700000.0,32618920.0,0.7167852631578947,13.61892,0.2054022634716293,"Comedy,Romance",100.0,6.5,86125
Leap Year,2010,Uni.,19000000.0,25918920.0,6700000.0,32618920.0,0.7167852631578947,13.61892,0.2054022634716293,"Drama,Romance",94.0,5.9,2211
The Book Thief,2013,Fox,19000000.0,21488481.0,55100000.0,76086711.0,3.004563736842105,57.086711,0.719429335594213,"Drama,War",131.0,7.6,119023
Take Me Home Tonight,2011,Rela.,19000000.0,6928068.0,,7576604.0,-0.6012313684210526,-11.423396,,"Comedy,Drama,Romance",97.0,6.3,48393
Won't Back Down,2012,Fox,19000000.0,5310554.0,,5745503.0,-0.6976051052631579,-13.254497,,Drama,121.0,6.4,5915
Neighbors,2014,Uni.,18000000.0,150086800.0,120500000.0,270944428.0,14.052468222222222,252.944428,0.4453284491335127,Comedy,97.0,6.3,266020
My Big Fat Greek Wedding 2,2016,Uni.,18000000.0,59689605.0,29200000.0,92096558.0,4.116475444444444,74.096558,0.3284973535431955,"Comedy,Romance",94.0,6.0,25933
The Perfect Guy,2015,SGem,18000000.0,57027435.0,3200000.0,60278166.0,2.348787,42.278166,0.0531319323162276,"Crime,Drama,Horror",100.0,5.6,8998
Diary of a Wimpy Kid: Rodrick Rules,2011,Fox,18000000.0,52698535.0,19700000.0,73695194.0,3.0941774444444445,55.695194,0.2721049535049293,"Comedy,Family",99.0,6.6,23135
Soul Surfer,2011,TriS,18000000.0,43853424.0,3200000.0,47158652.0,1.619925111111111,29.158652,0.0680078032153409,"Biography,Drama,Family",112.0,7.1,41659
Uncle Drew,2018,LG/S,18000000.0,42469946.0,4200000.0,46527161.0,1.5848422777777778,28.527161,0.0899936760158239,"Comedy,Sport",103.0,5.7,9739
Blue Jasmine,2013,SPC,18000000.0,33404871.0,64099999.0,102912961.0,4.717386722222222,84.912961,0.6574030507399271,Drama,98.0,7.3,179453
Ricki and the Flash,2015,TriS,18000000.0,26839498.0,14500000.0,41166033.0,1.2870018333333333,23.166033,0.3507541383303686,"Comedy,Drama,Music",101.0,5.9,20932
Love the Coopers,2015,LGF,18000000.0,26302731.0,16100000.0,42227490.0,1.3459716666666666,24.22749,0.3796925249932604,"Comedy,Fantasy,Romance",107.0,5.8,18018
127 Hours,2010,FoxS,18000000.0,18335230.0,42400000.0,60217171.0,2.345398388888889,42.217171,0.6981121171353101,"Adventure,Biography,Drama",94.0,7.6,323949
Norm of the North,2016,LGF,18000000.0,17062499.0,,30535660.0,0.6964255555555555,12.53566,,"Adventure,Animation,Comedy",90.0,3.6,7951
Jobs,2013,ORF,18000000.0,16131410.0,19800000.0,43402515.0,1.4112508333333331,25.402515,0.5510499031348896,"Biography,Drama",128.0,5.9,88788
And So It Goes,2014,CE,18000000.0,15160801.0,10200000.0,17920013.0,-0.0044437222222222,-0.079987,0.4021954984781435,"Comedy,Drama,Romance",94.0,5.8,11597
Midnight Special,2016,WB,18000000.0,3712282.0,2500000.0,7680250.0,-0.5733194444444445,-10.31975,0.4024286083600197,"Action,Drama,Mystery",112.0,6.6,67921
Miss Sloane,2016,EC,18000000.0,3500605.0,5600000.0,7719630.0,-0.5711316666666667,-10.28037,0.6153437051712496,"Drama,Thriller",132.0,7.5,52788
Metallica Through the Never,2013,PH,18000000.0,3419967.0,4600000.0,9082906.0,-0.4953941111111111,-8.917094,0.5735684448576908,Music,93.0,7.2,15592
Wolves,2014,KE,18000000.0,0.0,,94953.0,-0.9947248333333332,-17.905047,,"Action,Fantasy,Horror",91.0,5.3,7312
Black Nativity,2013,FoxS,17500000.0,7018188.0,436000.0,7285135.0,-0.5837065714285714,-10.214865,0.0584906095741078,"Drama,Family,Music",93.0,4.6,1901
A Quiet Place,2018,Par.,17000000.0,188024361.0,152900000.0,334522294.0,18.677782,317.522294,0.4484865779362713,"Drama,Horror,Sci-Fi",90.0,7.6,305031
The Best Man Holiday,2013,Uni.,17000000.0,70525195.0,2300000.0,72835710.0,3.2844535294117647,55.83571,0.0315824763668672,"Comedy,Drama",123.0,6.7,13967
Pitch Perfect,2012,Uni.,17000000.0,65001093.0,50300000.0,116044347.0,5.826138058823529,99.044347,0.4362491169099325,"Comedy,Music,Romance",112.0,7.2,256565
"McFarland, USA",2015,BV,17000000.0,44480275.0,1200000.0,45707924.0,1.688701411764706,28.707924,0.0262695441303713,"Biography,Drama,Sport",129.0,7.4,31735
Almost Christmas,2016,Uni.,17000000.0,42065185.0,422000.0,42493506.0,1.499618,25.493506,0.0099324066774487,"Comedy,Drama",111.0,6.1,5212
Beastly,2011,CBS,17000000.0,27865571.0,15300000.0,38028230.0,1.236954705882353,21.02823,0.3544491511533578,"Drama,Fantasy,Romance",86.0,5.6,72599
The Apparition,2012,WB,17000000.0,4936819.0,4700000.0,10637281.0,-0.3742775882352941,-6.362719,0.4877128023261617,"Horror,Thriller",83.0,4.1,18112
Genius,2016,RAtt.,17000000.0,1361045.0,4300000.0,7265283.0,-0.5726304117647059,-9.734717,0.7595770745507234,"Biography,Drama",104.0,6.6,15611
The Young Messiah,2016,Focus,16800000.0,6469813.0,,7313697.0,-0.5646608928571428,-9.486303,,"Drama,Fantasy",111.0,5.6,2882
Moonrise Kingdom,2012,Focus,16000000.0,45512466.0,22800000.0,68848446.0,3.303027875,52.848446,0.3337604588890115,"Adventure,Comedy,Drama",94.0,7.8,291750
The Artist,2011,Wein.,16000000.0,44667095.0,88800000.0,128256712.0,7.0160445,112.256712,0.6653325300891579,"Comedy,Drama,Romance",100.0,7.9,217184
The Artist,2011,Wein.,16000000.0,44667095.0,88800000.0,128256712.0,7.0160445,112.256712,0.6653325300891579,Thriller,100.0,6.8,6
The Roommate,2011,SGem,16000000.0,37300107.0,3200000.0,52545707.0,2.2841066875,36.545707,0.0790121369308975,"Drama,Thriller",91.0,4.9,33062
Remember Me,2010,Sum.,16000000.0,19068240.0,37000000.0,56506120.0,2.5316325,40.50612,0.6599101380746034,"Drama,Romance",113.0,7.1,129443
People Like Us,2012,BV,16000000.0,12431792.0,,12617472.0,-0.211408,-3.382528,,"Comedy,Drama",114.0,7.1,39618
Bleed for This,2016,ORF,16000000.0,5083906.0,,6603926.0,-0.587254625,-9.396074,,"Biography,Drama,Sport",117.0,6.8,21946
The Homesman,2014,Saban,16000000.0,2429989.0,,8217571.0,-0.4864018125,-7.782429,,"Drama,Western",122.0,6.6,27724
Trance,2013,FoxS,16000000.0,2322593.0,21900000.0,22594052.0,0.41212825,6.594052,0.9041146007778772,"Crime,Drama,Mystery",101.0,6.9,104951
Second Act,2018,STX,15700000.0,39282227.0,33000000.0,63288854.0,3.031137197452229,47.588854,0.4565437642091464,"Comedy,Drama,Romance",103.0,5.8,13109
Annabelle: Creation,2017,WB (NL),15000000.0,102092201.0,204400000.0,305384865.0,19.358991,290.384865,0.6669011457162657,"Horror,Mystery,Thriller",109.0,6.5,90402
The Imitation Game,2014,Wein.,15000000.0,91125143.0,142400000.0,227740463.0,14.182697533333334,212.740463,0.6097844462084324,"Biography,Drama,Thriller",114.0,8.0,620834
Mama,2013,Uni.,15000000.0,71628180.0,74800000.0,148095566.0,8.873037733333334,133.095566,0.5108306338301821,"Horror,Thriller",100.0,6.2,158487
Diary of a Wimpy Kid,2010,Fox,15000000.0,64003625.0,11700000.0,76954311.0,4.1302874,61.954311,0.1545500628272424,"Comedy,Drama,Family",94.0,6.2,38640
The Woman in Black,2012,CBS,15000000.0,54333290.0,73400000.0,128955898.0,7.597059866666667,113.955898,0.5746348504763323,"Drama,Fantasy,Horror",95.0,6.4,165357
BlacKkKlansman,2018,Focus,15000000.0,49275340.0,44000000.0,93017335.0,5.201155666666667,78.017335,0.471721679063298,"Biography,Crime,Drama",135.0,7.5,149005
Snitch,2013,LG/S,15000000.0,42930462.0,,57907734.0,2.8605156,42.907734,,"Action,Drama,Thriller",112.0,6.5,78142
Krampus,2015,Uni.,15000000.0,42725475.0,18800000.0,61788393.0,3.1192262,46.788393,0.3055644836549413,"Comedy,Fantasy,Horror",98.0,6.2,55400
End of Watch,2012,ORF,15000000.0,41003371.0,7100000.0,57586606.0,2.8391070666666667,42.586606,0.1475988034185795,"Action,Crime,Drama",109.0,7.6,211308
The Theory of Everything,2014,Focus,15000000.0,35893537.0,87800000.0,123327692.0,7.221846133333333,108.327692,0.7098188161601362,"Biography,Drama,Romance",123.0,7.7,361534
The Favourite,2018,FoxS,15000000.0,34366783.0,61600000.0,94113929.0,5.274261933333333,79.113929,0.6418887668663438,"Biography,Drama,History",119.0,7.6,116011
When the Game Stands Tall,2014,TriS,15000000.0,30127963.0,,30138912.0,1.0092608,15.138912,,"Drama,Family,Sport",115.0,6.7,14498
Home Again,2017,ORF,15000000.0,27020284.0,,37336874.0,1.4891249333333334,22.336874,,"Comedy,Drama,Romance",97.0,5.8,22614
Ramona and Beezus,2010,Fox,15000000.0,26167002.0,1100000.0,27469621.0,0.8313080666666667,12.469621,0.0403418021533867,"Adventure,Comedy,Family",103.0,6.6,16086
The November Man,2014,Rela.,15000000.0,25018119.0,7500000.0,34820335.0,1.3213556666666666,19.820335,0.2306406468344617,"Action,Crime,Thriller",108.0,6.3,59293
Keanu,2016,WB (NL),15000000.0,20591853.0,,20688141.0,0.3792094,5.688141,,"Action,Comedy,Crime",100.0,6.3,41560
Country Strong,2010,SGem,15000000.0,20218921.0,310000.0,20601987.0,0.3734658,5.601987,0.0151006475206368,"Drama,Music",117.0,6.3,16296
A Most Wanted Man,2014,RAtt.,15000000.0,17237855.0,19000000.0,36068890.0,1.4045926666666666,21.06889,0.5243135941683083,"Crime,Drama,Thriller",122.0,6.8,67914
The Man with the Iron Fists,2012,Uni.,15000000.0,15634090.0,4099999.0,22018988.0,0.4679325333333333,7.018988,0.2077622635633192,Action,95.0,5.4,58185
Killing Them Softly,2012,Wein.,15000000.0,14945541.0,22900000.0,39238443.0,1.6158962,24.238443,0.6050910991072899,"Crime,Thriller",97.0,6.2,124086
One Day,2011,Focus,15000000.0,13843771.0,45500000.0,59168692.0,2.9445794666666667,44.168692,0.766719054641809,"Drama,Romance",107.0,7.0,128094
Queen of Katwe,2016,BV,15000000.0,8874389.0,1500000.0,10055481.0,-0.3296346,-4.944519,0.1445868281977859,"Biography,Drama,Sport",124.0,7.4,13039
Hotel Artemis,2018,Global Road,15000000.0,6708137.0,6000000.0,12758799.0,-0.1494134,-2.241201,0.472138441692909,"Action,Drama,Sci-Fi",94.0,6.1,30586
Scouts Guide to the Zombie Apocalypse,2015,Par.,15000000.0,3703046.0,12400000.0,15554855.0,0.0369903333333333,0.554855,0.7700406494522838,"Action,Comedy,Horror",93.0,6.3,40479
You Will Meet a Tall Dark Stranger,2010,SPC,15000000.0,3247816.0,31000000.0,34247816.0,1.2831877333333332,19.247816,0.9051672083265104,"Comedy,Drama,Romance",98.0,6.3,41608
Never Let Me Go,2010,FoxS,15000000.0,2434652.0,7000000.0,11173718.0,-0.2550854666666666,-3.826282,0.7419457548619706,"Drama,Romance,Sci-Fi",103.0,7.1,130084
The Disappointments Room,2016,Rela.,15000000.0,2423467.0,,3503761.0,-0.7664159333333334,-11.496239,,"Drama,Horror,Thriller",85.0,3.9,8167
Centurion,2010,Magn.,15000000.0,123570.0,6700000.0,7885048.0,-0.4743301333333333,-7.114952,0.9818907111673216,"Action,Adventure,Drama",97.0,6.4,74085
The Son of No One,2011,Anch.,15000000.0,30680.0,,1148578.0,-0.9234281333333332,-13.851422,,"Action,Crime,Drama",90.0,5.1,15743
Khumba,2013,MNE,15000000.0,0.0,27200000.0,20898221.0,0.3932147333333333,5.898221,1.0,"Adventure,Animation,Family",85.0,5.7,4984
Magic Mike XXL,2015,WB,14500000.0,66013057.0,56500000.0,123660597.0,7.528317034482758,109.160597,0.4611753341523426,"Comedy,Drama,Music",115.0,5.6,48497
The Possession,2012,LGF,14000000.0,49130588.0,36300000.0,82925064.0,4.9232188571428575,68.925064,0.4249063578960734,"Horror,Mystery,Thriller",92.0,5.9,53649
Our Family Wedding,2010,FoxS,14000000.0,20255281.0,1200000.0,21410546.0,0.5293247142857143,7.410546,0.0559302858815971,"Comedy,Romance",103.0,4.9,6417
Hot Tub Time Machine 2,2015,Par.,14000000.0,12314651.0,767000.0,12826644.0,-0.0838111428571428,-1.173356,0.0586317430422199,"Comedy,Mystery,Sci-Fi",93.0,5.1,34444
Fun Size,2012,Par.,14000000.0,9409538.0,2000000.0,11166615.0,-0.2023846428571428,-2.833385,0.1752919355717996,"Adventure,Comedy",86.0,5.4,12926
Suffragette,2015,Focus,14000000.0,4702420.0,11300000.0,34044909.0,1.4317792142857142,20.044909,0.706143195841629,"Biography,Drama,History",106.0,6.9,34306
Mr. Turner,2014,SPC,14000000.0,3958546.0,18200000.0,25187026.0,0.7990732857142857,11.187026,0.8213535310484722,"Biography,Drama,History",150.0,6.8,22661
Flipped,2010,WB,14000000.0,1755212.0,,4289993.0,-0.6935719285714286,-9.710007,,"Comedy,Drama,Romance",90.0,7.7,74937
Margaret,2011,FoxS,14000000.0,47185.0,,623292.0,-0.9554791428571427,-13.376708,,Drama,150.0,6.5,14708
Seven Psychopaths,2012,CBS,13500000.0,15024049.0,4400000.0,33035736.0,1.4470915555555557,19.535736,0.2265233165340552,"Comedy,Crime",110.0,7.2,223493
Black Swan,2010,FoxS,13000000.0,106954678.0,222400000.0,331266710.0,24.482054615384616,318.26671,0.6752598789563875,"Drama,Thriller",108.0,8.0,648854
Justin Bieber: Never Say Never,2011,Par.,13000000.0,73013910.0,26000000.0,99034125.0,6.618009615384615,86.034125,0.2625893674939208,"Documentary,Music",105.0,1.6,74978
The First Purge,2018,Uni.,13000000.0,69488745.0,67500000.0,136617305.0,9.509023461538462,123.617305,0.4927412102359212,"Action,Horror,Sci-Fi",98.0,5.1,41741
Miracles from Heaven,2016,TriS,13000000.0,61705123.0,12200000.0,73798736.0,4.676825846153847,60.798736,0.1650765130314443,"Biography,Drama,Family",109.0,7.1,17734
The Shallows,2016,Sony,13000000.0,55121623.0,64000000.0,118763442.0,8.135649384615384,105.763442,0.5372660176062242,"Drama,Horror,Thriller",86.0,6.3,106927
St. Vincent,2014,Wein.,13000000.0,44137712.0,10700000.0,54837234.0,3.2182487692307693,41.837234,0.1951211968872807,"Comedy,Drama",102.0,7.3,89372
Earth to Echo,2014,Rela.,13000000.0,38934842.0,6400000.0,42174545.0,2.244195769230769,29.174545,0.1411717724746895,"Adventure,Family,Sci-Fi",91.0,5.8,17627
Admission,2013,Focus,13000000.0,18007317.0,,18733666.0,0.4410512307692307,5.733666,,"Comedy,Drama,Romance",107.0,5.7,31849
The Perks of Being a Wallflower,2012,LG/S,13000000.0,17742948.0,15600000.0,33069303.0,1.5437925384615383,20.069303,0.4678650490052649,Drama,103.0,8.0,422671
Room,2015,A24,13000000.0,14677674.0,20700000.0,36262783.0,1.789444846153846,23.262783,0.5851147817123308,"Drama,Thriller",118.0,8.2,316791
Woodlawn,2015,PFR,13000000.0,14394097.0,,14403703.0,0.1079771538461538,1.403703,,"Drama,Sport",123.0,6.5,6070
Bajrangi Bhaijaan,2015,Eros,13000000.0,8178001.0,,121778347.0,8.367565153846154,108.778347,,"Action,Comedy,Drama",163.0,8.0,63747
Youth,2015,FoxS,13000000.0,2703296.0,,24001573.0,0.8462748461538462,11.001573,,"Comedy,Drama,Music",124.0,7.3,64418
The Vatican Tapes,2015,LGF,13000000.0,1784763.0,,14929184.0,0.1483987692307692,1.929184,,"Horror,Thriller",91.0,5.0,14822
Attack the Block,2011,SGem,13000000.0,1024175.0,4800000.0,6459183.0,-0.5031397692307692,-6.540817,0.8241510600213764,"Action,Comedy,Sci-Fi",88.0,6.7,93868
The Killer Inside Me,2010,IFC,13000000.0,217277.0,3800000.0,3617277.0,-0.721747923076923,-9.382723,0.945914359403148,"Crime,Drama,Horror",109.0,6.1,31727
The Call,2013,TriS,12800000.0,51872378.0,16700000.0,69821476.0,4.4548028125,57.021476,0.2435382946760283,"Crime,Drama,Horror",94.0,6.7,103780
The Call,2013,TriS,12800000.0,51872378.0,16700000.0,69821476.0,4.4548028125,57.021476,0.2435382946760283,Documentary,25.0,7.9,12
The Drop,2014,FoxS,12600000.0,10724389.0,7900000.0,19054534.0,0.5122646031746032,6.454534,0.4241749890425935,"Crime,Drama",106.0,7.1,132161
Machete,2010,Fox,12500000.0,26593646.0,17500000.0,46370970.0,2.7096776,33.87097,0.3968825803155402,"Action,Crime,Thriller",105.0,6.6,182320
Conviction,2010,FoxS,12500000.0,6797696.0,2900000.0,11826980.0,-0.0538416,-0.67302,0.299040101896368,"Biography,Crime,Drama",107.0,7.2,39771
